출발지,출발지 광역지자체,출발지 기초지자체,출발지 위도,출발지 경도,도착지,도착지 광역지자체,도착지 기초지자체,도착지 위도,도착지 경도,요금(고속),요금(우등),요금(프리미엄),요금(심야고속),요금(심야우등),요금(심야프리미엄)
가톨릭관동대강릉,강원도,강릉시,37.73935919,128.8804349,서울경부,서울특별시,서초구,37.50619217,127.007451,16600,24400,31700,19900,29200,38000
강릉,강원도,강릉시,37.75468042,128.8788757,고양백석,경기도,고양시 일산동구,37.64327521,126.7897588,18100,26600,0,19900,31900,0
강릉,강원도,강릉시,37.75468042,128.8788757,동서울,서울특별시,광진구,37.53460761,127.0941883,15600,22800,29600,18700,27300,35500
강릉,강원도,강릉시,37.75468042,128.8788757,서울경부,서울특별시,서초구,37.50619217,127.007451,16700,24600,31900,20000,29500,38200
강릉,강원도,강릉시,37.75468042,128.8788757,횡성(휴)상행,강원도,횡성군,37.4627881,128.1345995,6700,9700,0,0,0,0
강진,전라남도,강진군,34.6385508,126.7678733,나주혁신,전라남도,나주시,35.01682149,126.7844769,0,0,0,0,15100,19600
강진,전라남도,강진군,34.6385508,126.7678733,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,33100,40200,50100,0,0,0
강진,전라남도,강진군,34.6385508,126.7678733,인천공항T1,인천광역시,중구,37.44673742,126.4553059,0,0,0,0,68000,88400
강진,전라남도,강진군,34.6385508,126.7678733,인천공항T2,인천광역시,중구,37.46576234,126.4318247,0,0,0,0,68000,88400
경북도청,경상북도,안동시,36.57059118,128.5001949,서울경부,서울특별시,서초구,37.50619217,127.007451,0,27000,0,0,0,0
경주,경상북도,경주시,35.83980001,129.2024687,낙동강(휴)상행,경상북도,의성군,36.3468501,128.2934102,7500,11300,0,0,0,0
경주,경상북도,경주시,35.83980001,129.2024687,서울경부,서울특별시,서초구,37.50619217,127.007451,22700,33600,43600,27200,40300,52300
경포해변,강원도,강릉시,37.80340551,128.9102102,서울경부,서울특별시,서초구,37.50619217,127.007451,17100,25200,32700,20500,30200,39200
경포해변,강원도,강릉시,37.80340551,128.9102102,횡성(휴)상행,강원도,횡성군,37.4627881,128.1345995,0,10300,0,0,0,0
고대조치원,세종특별자치시,,36.60197325,127.3026088,서울경부,서울특별시,서초구,37.50619217,127.007451,10700,14000,0,12800,16800,0
고양백석,경기도,고양시 일산동구,37.64327521,126.7897588,강릉,강원도,강릉시,37.75468042,128.8788757,18100,26600,0,19900,31900,0
고양백석,경기도,고양시 일산동구,37.64327521,126.7897588,광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,0,38300,0,0,45900,0
고양백석,경기도,고양시 일산동구,37.64327521,126.7897588,전주고속터미널,전라북도,전주시 덕진구,35.83450993,127.1292206,17800,26100,0,21300,31300,0
고양백석,경기도,고양시 일산동구,37.64327521,126.7897588,정안(휴)하행,충청남도,공주시,36.5678445,127.1141772,11000,16100,0,0,0,0
고양백석,경기도,고양시 일산동구,37.64327521,126.7897588,주문진,강원도,강릉시,37.8843703,128.8255224,16900,24900,0,20200,29800,0
고양백석,경기도,고양시 일산동구,37.64327521,126.7897588,충주,충청북도,충주시,36.98204148,127.9148855,12100,17700,0,0,0,0
고창,전라북도,고창군,35.43800679,126.6939543,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,19000,24700,0,0,0,0
고창,전라북도,고창군,35.43800679,126.6939543,안산,경기도,안산시 상록구,37.31684779,126.8462698,25300,32900,42700,30300,39400,51200
고창,전라북도,고창군,35.43800679,126.6939543,인천,인천광역시,미추홀구,37.44177704,126.7014809,27700,36000,46800,33200,43200,56100
고창,전라북도,고창군,35.43800679,126.6939543,인천공항T1,인천광역시,중구,37.44673742,126.4553059,0,42500,57200,0,51000,68600
고창,전라북도,고창군,35.43800679,126.6939543,인천공항T2,인천광역시,중구,37.46576234,126.4318247,0,42500,57200,0,51000,68600
고창,전라북도,고창군,35.43800679,126.6939543,정안(휴)상행,충청남도,공주시,36.5694881,127.1151662,10900,14200,0,0,0,0
고흥,전라남도,고흥군,34.60740511,127.2810607,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,26400,39200,50900,0,0,61000
고흥,전라남도,고흥군,34.60740511,127.2810607,정안(휴)상행,충청남도,공주시,36.5694881,127.1151662,18100,27100,0,0,0,0
공주,충청남도,공주시,36.46857368,127.134758,광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,14300,18600,0,0,0,0
공주,충청남도,공주시,36.46857368,127.134758,목포,전라남도,목포시,34.81274021,126.4178119,0,27700,0,0,0,0
공주,충청남도,공주시,36.46857368,127.134758,서울경부,서울특별시,서초구,37.50619217,127.007451,9300,13700,17800,11100,16400,21300
광양,전라남도,광양시,34.96971727,127.5899837,부산,부산광역시,사상구,35.16323947,128.9825254,0,19100,24800,0,22900,29800
광양,전라남도,광양시,34.96971727,127.5899837,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,23400,34700,45100,0,0,0
광양,전라남도,광양시,34.96971727,127.5899837,인천공항T1,인천광역시,중구,37.44673742,126.4553059,0,46200,0,0,55400,72100
광양,전라남도,광양시,34.96971727,127.5899837,인천공항T2,인천광역시,중구,37.46576234,126.4318247,0,46200,0,0,55400,72100
광양,전라남도,광양시,34.96971727,127.5899837,정안(휴)상행,충청남도,공주시,36.5694881,127.1151662,15100,22600,0,0,0,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,경주,경상북도,경주시,35.83980001,129.2024687,0,28100,36600,0,0,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,고양백석,경기도,고양시 일산동구,37.64327521,126.7897588,0,38300,0,0,45900,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,공주,충청남도,공주시,36.46857368,127.134758,14300,18600,0,0,0,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,구리,경기도,구리시,37.6018398,127.1434887,23500,30600,0,28200,36700,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,김해,경상남도,김해시,35.22786917,128.873395,0,28700,37300,0,0,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,김해공항,부산광역시,강서구,35.17248776,128.9467853,0,25800,33500,0,30900,40200
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,논산,충청남도,논산시,36.20312149,127.0882356,11700,15200,0,0,0,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,대구서부,대구광역시,남구,35.83672828,128.5578272,0,20900,27200,0,0,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,대전복합,대전광역시,동구,36.35032438,127.43675,13300,19400,25200,15900,23200,30200
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,대전청사(샘머리),대전광역시,서구,36.36141363,127.3905852,13300,19400,25200,15900,23200,30200
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,동광양(중마),전라남도,광양시,34.93602078,127.6994498,0,12900,15500,0,15400,18600
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,동대구,대구광역시,동구,35.87798596,128.6303085,15600,22900,29700,18700,27400,35600
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,동서울,서울특별시,광진구,37.53460761,127.0941883,22500,33300,0,27000,39900,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,마산,경상남도,창원시 마산합포구,35.17900442,128.5603845,16800,21900,28500,0,0,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,마산내서,경상남도,창원시 마산회원구,35.2557398,128.5131749,0,20500,26700,0,0,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,목포,전라남도,목포시,34.81274021,126.4178119,0,9300,0,0,0,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,부산,부산광역시,사상구,35.16323947,128.9825254,19400,28600,37100,23200,34300,44500
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,서대구,대구광역시,북구,35.8902631,128.5614147,15600,22900,29700,18700,27400,35600
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,서부산(사상),부산광역시,사상구,35.16323947,128.9825254,19900,25900,33700,23800,31000,40400
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,섬진강(휴)하행,전라남도,광양시,34.9815882,127.7712334,8300,11700,0,0,0,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,성남(분당),경기도,성남시 분당구,37.41312486,127.1274153,20400,30100,0,24400,36100,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,세종터미널,세종특별자치시,,36.46922276,127.2736575,15800,20600,0,0,0,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,20800,30800,40000,24900,36900,48000
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,수원,경기도,수원시 권선구,37.25108002,127.0198291,18800,27800,36100,22500,33300,43300
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,순천,전라남도,순천시,34.94759395,127.491363,0,11000,13200,0,13200,15800
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,시흥(시화),경기도,시흥시,37.34262047,126.735838,25200,32700,0,30200,39200,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,아산시외,충청남도,아산시,36.78486201,127.0158746,0,25000,32500,0,30000,39000
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,안산,경기도,안산시 상록구,37.31684779,126.8462698,23500,30500,0,28200,36600,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,안성,경기도,안성시,37.01223615,127.2936082,0,30000,39000,0,36000,46800
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,안성중대,경기도,안성시,37.00405566,127.2310515,0,28300,36800,0,33900,44100
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,안양역,경기도,안양시 만안구,37.4011534,126.9217184,0,32200,41900,0,38600,50200
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,용인,경기도,용인시 처인구,37.23287601,127.2097025,19700,29100,37800,23600,34900,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,용인신갈(고가밑),경기도,용인시 기흥구,37.27145424,127.1043258,19700,29100,37800,23600,34900,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,울산,울산광역시,남구,35.53656233,129.3397285,22700,33600,43600,27200,40300,52300
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,울산신복,울산광역시,남구,35.55091647,129.2629869,22700,33600,43600,27200,40300,52300
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,원주,강원도,원주시,37.34491889,127.9307166,23700,35100,0,28400,42100,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,원주문막,강원도,원주시,37.3002219,127.8076875,23700,35100,0,28400,42100,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,유성복합,대전광역시,유성구,36.3555395,127.3303349,12300,18000,0,0,0,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,의정부,경기도,의정부시,37.74521676,127.0550698,26100,34000,0,28700,40800,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,의정부역,경기도,의정부시,37.74521676,127.0550698,25900,33700,0,31000,40400,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,인천,인천광역시,미추홀구,37.44177704,126.7014809,22200,32800,42600,26600,39300,51100
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,인천공항T1,인천광역시,중구,37.44673742,126.4553059,0,39900,49900,0,47800,59800
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,인천공항T2,인천광역시,중구,37.46576234,126.4318247,0,39900,49900,0,47800,59800
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,전북혁신,전라북도,완주군,35.8329917,127.0563255,0,10100,0,0,0,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,전주고속터미널,전라북도,전주시 덕진구,35.83450993,127.1292206,7900,11500,14900,9400,13800,17800
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,전주호남제일문,전라북도,전주시 덕진구,35.86961616,127.0713727,7900,11500,14900,9400,13800,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,정안(휴)상행,충청남도,공주시,36.5694881,127.1151662,12500,18700,24300,0,0,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,진주,경상남도,진주시,35.178698,128.0930065,12100,17700,23000,14500,21200,27600
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,진주개양,경상남도,진주시,35.15943584,128.1092155,12100,17700,23000,14500,21200,27600
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,진해,경상남도,창원시 진해구,35.14464765,128.6615316,0,26100,0,0,0,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,창원,경상남도,창원시 의창구,35.23633077,128.6393657,17900,23300,30300,0,0,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,천안,충청남도,천안시 동남구,36.81973608,127.1563392,15500,22200,28000,18600,26600,33600
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,청주고속터미널,충청북도,청주시 흥덕구,36.6273184,127.4304102,15300,22400,0,18300,26800,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,춘천,강원도,춘천시,37.8646944,127.7175294,0,42300,0,0,50700,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,포항시외,경상북도,포항시 남구,36.01347278,129.3496772,0,30500,39700,0,0,0
광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,호계동,경기도,안양시 동안구,37.39086285,126.9479041,0,31400,40800,0,0,0
광주비아,광주광역시,서구,35.1604031,126.8793103,구리,경기도,구리시,37.6018398,127.1434887,23500,30600,0,28200,36700,0
광주비아,광주광역시,서구,35.1604031,126.8793103,대전복합,대전광역시,동구,36.35032438,127.43675,13300,19400,25200,15900,23200,30200
광주비아,광주광역시,서구,35.1604031,126.8793103,대전청사(샘머리),대전광역시,서구,36.36141363,127.3905852,13300,19400,25200,15900,23200,30200
광주비아,광주광역시,서구,35.1604031,126.8793103,동서울,서울특별시,광진구,37.53460761,127.0941883,22500,33300,0,27000,39900,0
광주비아,광주광역시,서구,35.1604031,126.8793103,성남(분당),경기도,성남시 분당구,37.41312486,127.1274153,20400,30100,0,24400,36100,0
광주비아,광주광역시,서구,35.1604031,126.8793103,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,20800,30800,0,24900,36900,0
광주비아,광주광역시,서구,35.1604031,126.8793103,수원,경기도,수원시 권선구,37.25108002,127.0198291,18800,27800,36100,22500,33300,43300
광주비아,광주광역시,서구,35.1604031,126.8793103,원주,강원도,원주시,37.34491889,127.9307166,23700,35100,0,28400,42100,0
광주비아,광주광역시,서구,35.1604031,126.8793103,원주문막,강원도,원주시,37.3002219,127.8076875,23700,35100,0,28400,42100,0
광주비아,광주광역시,서구,35.1604031,126.8793103,유성복합,대전광역시,유성구,36.3555395,127.3303349,12300,18000,0,0,0,0
광주비아,광주광역시,서구,35.1604031,126.8793103,의정부,경기도,의정부시,37.74521676,127.0550698,26100,34000,0,28700,40800,0
광주비아,광주광역시,서구,35.1604031,126.8793103,의정부역,경기도,의정부시,37.74521676,127.0550698,25900,33700,0,31000,40400,0
광주비아,광주광역시,서구,35.1604031,126.8793103,인천,인천광역시,미추홀구,37.44177704,126.7014809,22200,32800,42600,26600,39300,51100
광주비아,광주광역시,서구,35.1604031,126.8793103,전북혁신,전라북도,완주군,35.8329917,127.0563255,0,10100,0,0,0,0
광주비아,광주광역시,서구,35.1604031,126.8793103,전주고속터미널,전라북도,전주시 덕진구,35.83450993,127.1292206,7900,11500,14900,9400,13800,17800
광주비아,광주광역시,서구,35.1604031,126.8793103,전주호남제일문,전라북도,전주시 덕진구,35.86961616,127.0713727,7900,11500,14900,9400,13800,0
광주비아,광주광역시,서구,35.1604031,126.8793103,정안(휴)상행,충청남도,공주시,36.5694881,127.1151662,12500,18700,0,0,0,0
광주비아,광주광역시,서구,35.1604031,126.8793103,청주고속터미널,충청북도,청주시 흥덕구,36.6273184,127.4304102,15300,22400,0,18300,26800,0
교통대,경기도,군포시,37.33094746,126.9372227,동서울,서울특별시,광진구,37.53460761,127.0941883,8800,0,0,0,0,0
교통대,경기도,군포시,37.33094746,126.9372227,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,8800,0,0,0,0,0
구례,전라남도,구례군,35.2067046,127.4685962,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,22500,29300,38100,27000,35100,45700
구례,전라남도,구례군,35.2067046,127.4685962,인천공항T1,인천광역시,중구,37.44673742,126.4553059,0,40500,0,0,48600,0
구례,전라남도,구례군,35.2067046,127.4685962,인천공항T2,인천광역시,중구,37.46576234,126.4318247,0,40500,0,0,48600,0
구리,경기도,구리시,37.6018398,127.1434887,광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,23500,30600,0,28200,36700,0
구리,경기도,구리시,37.6018398,127.1434887,구미,경상북도,구미시,36.12270234,128.3520893,0,23500,0,0,28200,0
구리,경기도,구리시,37.6018398,127.1434887,동대구,대구광역시,동구,35.87798596,128.6303085,0,29000,0,0,34800,0
구리,경기도,구리시,37.6018398,127.1434887,정안(휴)하행,충청남도,공주시,36.5678445,127.1141772,10200,11900,0,0,0,0
구미,경상북도,구미시,36.12270234,128.3520893,구리,경기도,구리시,37.6018398,127.1434887,0,23500,0,0,28200,0
구미,경상북도,구미시,36.12270234,128.3520893,동서울,서울특별시,광진구,37.53460761,127.0941883,0,24200,0,0,0,0
구미,경상북도,구미시,36.12270234,128.3520893,목포,전라남도,목포시,34.81274021,126.4178119,0,36600,0,0,0,0
구미,경상북도,구미시,36.12270234,128.3520893,서울경부,서울특별시,서초구,37.50619217,127.007451,17300,25500,33100,20700,30600,39700
구미,경상북도,구미시,36.12270234,128.3520893,의정부,경기도,의정부시,37.74521676,127.0550698,0,26700,0,0,32000,0
구미,경상북도,구미시,36.12270234,128.3520893,황간,충청북도,영동군,36.22544788,127.9149935,3700,5500,0,4400,6600,0
군산,전라북도,군산시,35.97741721,126.7244468,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,15000,22000,28600,18000,26400,34300
군산,전라북도,군산시,35.97741721,126.7244468,정안(휴)상행,충청남도,공주시,36.5694881,127.1151662,6700,9900,0,0,0,0
군산대야,전라북도,군산시,35.94664218,126.8101845,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,15000,22000,28600,18000,26400,34300
군산대야,전라북도,군산시,35.94664218,126.8101845,정안(휴)상행,충청남도,공주시,36.5694881,127.1151662,6700,9900,0,0,0,0
금산,충청남도,금산군,36.10529496,127.49076,서울경부,서울특별시,서초구,37.50619217,127.007451,14000,20400,0,16800,24400,0
김제,전라북도,김제시,35.8034344,126.8937014,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,18800,24400,31500,22500,29200,0
김제,전라북도,김제시,35.8034344,126.8937014,인천공항T1,인천광역시,중구,37.44673742,126.4553059,0,30500,41300,0,36600,49500
김제,전라북도,김제시,35.8034344,126.8937014,인천공항T2,인천광역시,중구,37.46576234,126.4318247,0,30500,41300,0,36600,49500
김제,전라북도,김제시,35.8034344,126.8937014,정안(휴)상행,충청남도,공주시,36.5694881,127.1151662,10500,12300,0,0,0,0
김해,경상남도,김해시,35.22786917,128.873395,광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,0,28700,37300,0,0,0
김해,경상남도,김해시,35.22786917,128.873395,나주,전라남도,나주시,35.03361936,126.7214999,0,35400,46000,0,0,0
김해,경상남도,김해시,35.22786917,128.873395,나주혁신,전라남도,나주시,35.01682149,126.7844769,0,33900,44100,0,0,0
김해,경상남도,김해시,35.22786917,128.873395,서울경부,서울특별시,서초구,37.50619217,127.007451,26400,39400,51200,31600,47200,61400
김해,경상남도,김해시,35.22786917,128.873395,선산(휴)상행,경상북도,구미시,36.2575225,128.2435881,10900,16600,0,0,0,0
김해,경상남도,김해시,35.22786917,128.873395,인천,인천광역시,미추홀구,37.44177704,126.7014809,27800,41400,53800,33300,49600,64500
김해,경상남도,김해시,35.22786917,128.873395,인천공항T1,인천광역시,중구,37.44673742,126.4553059,30000,49300,64000,36000,59100,76800
김해,경상남도,김해시,35.22786917,128.873395,인천공항T2,인천광역시,중구,37.46576234,126.4318247,30000,49300,64000,36000,59100,76800
김해장유,경상남도,김해시,35.20064852,128.8193488,서울경부,서울특별시,서초구,37.50619217,127.007451,26400,39400,51200,31600,47200,61400
김해장유,경상남도,김해시,35.20064852,128.8193488,선산(휴)상행,경상북도,구미시,36.2575225,128.2435881,10900,16600,0,0,0,0
김해장유,경상남도,김해시,35.20064852,128.8193488,인천,인천광역시,미추홀구,37.44177704,126.7014809,27800,41400,53800,33300,49600,64500
김해장유,경상남도,김해시,35.20064852,128.8193488,인천공항T1,인천광역시,중구,37.44673742,126.4553059,30000,49300,64000,36000,59100,76800
김해장유,경상남도,김해시,35.20064852,128.8193488,인천공항T2,인천광역시,중구,37.46576234,126.4318247,30000,49300,64000,36000,59100,76800
나주,전라남도,나주시,35.03361936,126.7214999,김해,경상남도,김해시,35.22786917,128.873395,0,35400,46000,0,0,0
나주,전라남도,나주시,35.03361936,126.7214999,대구서부,대구광역시,남구,35.83672828,128.5578272,0,27700,36000,0,0,0
나주,전라남도,나주시,35.03361936,126.7214999,마산,경상남도,창원시 마산합포구,35.17900442,128.5603845,0,28600,37200,0,0,0
나주,전라남도,나주시,35.03361936,126.7214999,마산내서,경상남도,창원시 마산회원구,35.2557398,128.5131749,0,27300,35500,0,0,0
나주,전라남도,나주시,35.03361936,126.7214999,서부산(사상),부산광역시,사상구,35.16323947,128.9825254,0,32600,0,0,0,0
나주,전라남도,나주시,35.03361936,126.7214999,창원,경상남도,창원시 의창구,35.23633077,128.6393657,0,30000,39000,0,0,0
나주혁신,전라남도,나주시,35.01682149,126.7844769,김해,경상남도,김해시,35.22786917,128.873395,0,33900,44100,0,0,0
나주혁신,전라남도,나주시,35.01682149,126.7844769,대구서부,대구광역시,남구,35.83672828,128.5578272,0,26100,33900,0,0,0
나주혁신,전라남도,나주시,35.01682149,126.7844769,마산,경상남도,창원시 마산합포구,35.17900442,128.5603845,0,27000,35100,0,0,0
나주혁신,전라남도,나주시,35.01682149,126.7844769,마산내서,경상남도,창원시 마산회원구,35.2557398,128.5131749,0,25800,33500,0,0,0
나주혁신,전라남도,나주시,35.01682149,126.7844769,서부산(사상),부산광역시,사상구,35.16323947,128.9825254,0,31100,0,0,0,0
나주혁신,전라남도,나주시,35.01682149,126.7844769,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,25100,32700,42500,0,39200,51000
나주혁신,전라남도,나주시,35.01682149,126.7844769,인천공항T1,인천광역시,중구,37.44673742,126.4553059,0,0,0,0,52900,68700
나주혁신,전라남도,나주시,35.01682149,126.7844769,인천공항T2,인천광역시,중구,37.46576234,126.4318247,0,0,0,0,52900,68700
나주혁신,전라남도,나주시,35.01682149,126.7844769,창원,경상남도,창원시 의창구,35.23633077,128.6393657,0,28500,37100,0,0,0
낙동강(휴)상행,경상북도,의성군,36.3468501,128.2934102,동서울,서울특별시,광진구,37.53460761,127.0941883,15300,22600,0,0,0,0
낙동강(휴)상행,경상북도,의성군,36.3468501,128.2934102,서울경부,서울특별시,서초구,37.50619217,127.007451,15200,22300,0,0,0,0
낙동강(휴)상행,경상북도,의성군,36.3468501,128.2934102,성남(분당),경기도,성남시 분당구,37.41312486,127.1274153,14900,21900,0,0,0,0
낙동강(휴)상행,경상북도,의성군,36.3468501,128.2934102,용인,경기도,용인시 처인구,37.23287601,127.2097025,0,21300,0,0,0,0
낙동강(휴)상행,경상북도,의성군,36.3468501,128.2934102,용인기흥역,경기도,용인시 기흥구,37.28044362,127.1026028,0,20000,0,0,0,0
낙동강(휴)상행,경상북도,의성군,36.3468501,128.2934102,용인신갈(고가밑),경기도,용인시 기흥구,37.27145424,127.1043258,0,20000,0,0,0,0
낙동강(휴)상행,경상북도,의성군,36.3468501,128.2934102,인천,인천광역시,미추홀구,37.44177704,126.7014809,16500,24400,0,0,0,0
낙동강(휴)상행,경상북도,의성군,36.3468501,128.2934102,청주고속터미널,충청북도,청주시 흥덕구,36.6273184,127.4304102,8500,12100,0,0,0,0
낙동강(휴)하행,경상북도,구미시,36.3451705,128.2967115,경주,경상북도,경주시,35.83980001,129.2024687,7500,11300,0,0,0,0
낙동강(휴)하행,경상북도,구미시,36.3451705,128.2967115,부산,부산광역시,사상구,35.16323947,128.9825254,11500,17400,0,0,0,0
낙동강(휴)하행,경상북도,구미시,36.3451705,128.2967115,영천,경상북도,영천시,35.96066762,128.9275329,5400,8100,0,0,0,0
낙동강(휴)하행,경상북도,구미시,36.3451705,128.2967115,영천망정동,경상북도,영천시,35.96066762,128.9275329,5400,8100,0,0,0,0
낙동강(휴)하행,경상북도,구미시,36.3451705,128.2967115,울산,울산광역시,남구,35.53656233,129.3397285,10500,16000,0,0,0,0
낙동강(휴)하행,경상북도,구미시,36.3451705,128.2967115,포항,경상북도,포항시 남구,36.01347278,129.3496772,8000,12100,0,0,0,0
낙동강(휴)하행,경상북도,구미시,36.3451705,128.2967115,포항시청,경상북도,포항시 남구,36.01347278,129.3496772,8000,12100,0,0,0,0
남원,전라북도,남원시,35.40969002,127.387973,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,18700,27500,35700,22400,33000,42800
남원,전라북도,남원시,35.40969002,127.387973,인천공항T1,인천광역시,중구,37.44673742,126.4553059,0,38600,0,0,46300,0
남원,전라북도,남원시,35.40969002,127.387973,인천공항T2,인천광역시,중구,37.46576234,126.4318247,0,38600,0,0,46300,0
남원,전라북도,남원시,35.40969002,127.387973,정안(휴)상행,충청남도,공주시,36.5694881,127.1151662,10500,15600,0,0,0,0
내포,충청남도,예산군,36.65902489,126.6705205,논산,충청남도,논산시,36.20312149,127.0882356,0,10200,0,0,0,0
내포,충청남도,예산군,36.65902489,126.6705205,부산,부산광역시,사상구,35.16323947,128.9825254,0,39700,0,0,0,0
내포,충청남도,예산군,36.65902489,126.6705205,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,9600,14000,0,0,0,0
내포,충청남도,예산군,36.65902489,126.6705205,연무대,경기도,수원시 팔달구,37.27652065,127.0391258,0,11800,0,0,0,0
내포,충청남도,예산군,36.65902489,126.6705205,인천,인천광역시,미추홀구,37.44177704,126.7014809,8500,12500,0,0,0,0
녹동,전라남도,고흥군,34.53287468,127.1389995,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,27600,41100,53400,0,0,64000
녹동,전라남도,고흥군,34.53287468,127.1389995,정안(휴)상행,충청남도,공주시,36.5694881,127.1151662,19300,29000,0,0,0,0
논산,충청남도,논산시,36.20312149,127.0882356,광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,11700,15200,0,0,0,0
논산,충청남도,논산시,36.20312149,127.0882356,내포,충청남도,예산군,36.65902489,126.6705205,0,10200,0,0,0,0
논산,충청남도,논산시,36.20312149,127.0882356,부산,부산광역시,사상구,35.16323947,128.9825254,20700,30300,0,24800,36300,0
논산,충청남도,논산시,36.20312149,127.0882356,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,11600,17000,22100,13900,20400,26500
논산,충청남도,논산시,36.20312149,127.0882356,홍성,충청남도,홍성군,36.60094585,126.6760965,0,11800,0,0,0,0
능주,전라남도,화순군,35.05634512,126.9832722,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,27700,36000,0,0,43200,0
담양,전라남도,담양군,35.31520827,126.9838437,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,23400,30500,0,28000,36600,0
